"VaR","ES"
-0.0162868186049017,-0.0225191574752618
-0.0174515911800903,-0.0223855297829568
-0.0182367242641435,-0.0241800261703034
-0.0200715258677538,-0.0275714179724752
-0.020342662693107,-0.0259913500782726
-0.0192225069414818,-0.025007737426071
-0.0189092302654319,-0.0241710755580154
-0.0179293816044023,-0.0234155226804011
-0.0170505563283583,-0.0231763855898341
-0.0171094980789655,-0.0222136206697998
-0.0164915224256759,-0.0213871723287758
-0.0158136321514901,-0.0209071454721021
-0.0150921478142153,-0.0202723184901622
-0.0146555308946692,-0.0193746487249791
-0.0142737040619455,-0.0188200320828199
-0.0135252581967155,-0.0183844741964841
-0.0133949610213609,-0.0185217817848383
-0.0132689181628749,-0.017997949041738
-0.0128573656495976,-0.0175319855628104
-0.0123570062845761,-0.0171307091010762
-0.0121241991455612,-0.0167922509578263
-0.0121305645103973,-0.0164141443785716
-0.0123702910856196,-0.0162840019052132
-0.0133994040864181,-0.0183089127500732
-0.0131567698477057,-0.0177895997379127
-0.0127265255989298,-0.0178034295127286
-0.0131953471421976,-0.0186954051513098
-0.0139076177458896,-0.0181395070972889
-0.015366011013218,-0.0204296360016958
-0.0155178322574644,-0.0209179429201941
-0.0150213713309567,-0.0200709448914351
-0.0145887716194617,-0.0194493694579166
-0.0153497343290488,-0.0196314259850623
-0.0144181441704972,-0.0193639499578666
-0.0138879197995983,-0.0195921564981102
-0.015035198135292,-0.0201510590595162
-0.0146698650223112,-0.0195286886450441
-0.0139937446165563,-0.0191254501856967
-0.0134117588543628,-0.0185710621270619
-0.0132821054095145,-0.0182471055357679
-0.0129247107184841,-0.0175483057127531
-0.0124242291751216,-0.0171355939953224
-0.0124023328920275,-0.0169970262898274
-0.0135032704195727,-0.0189763820184081
-0.0132642481467466,-0.0184568199187191
-0.0131015374913303,-0.0183024876319795
-0.0139096368210408,-0.0186214768248028
-0.0140172239271181,-0.019539328965738
-0.014235304861903,-0.0188415284194579
-0.0141897144948378,-0.0186908129656583
-0.0134100624181971,-0.0183958611769838
-0.0151683500647086,-0.0193205128183972
-0.0145203404382839,-0.0192907019508127
-0.0143421745735805,-0.0190554511869581
-0.0137838028513977,-0.0188711401830919
-0.0133805659431507,-0.0181237067706281
-0.013047379669846,-0.0176772868120907
-0.0128356145397257,-0.0180578766628924
-0.0133125504478911,-0.0174915533076977
-0.0132300777020036,-0.0179916572271095
-0.0129334442892006,-0.0176714993414157
-0.0129378986101928,-0.0180128496801979
-0.0130244597610715,-0.0174989344395202
-0.0128804784919845,-0.0178658794827458
-0.0128756518337514,-0.0175274576508556
-0.0153801877762982,-0.0222267344389493
-0.0157310887110454,-0.0206427159068016
-0.0151521415363609,-0.0206828055756323
-0.0149283851690744,-0.0196838498435139
-0.0216899163418747,-0.0268976694930462
-0.0210879565809988,-0.0274260205243831
-0.0206268114100075,-0.0263438030996076
-0.0195078168731178,-0.025852452469153
-0.0189984002718176,-0.0247703188162193
-0.0182061139446115,-0.0236085062797958
-0.0173695047676038,-0.0228854294001486
-0.0175996639014543,-0.0231106623617964
-0.0169410650182841,-0.0222388515909222
-0.0161768867279405,-0.0216210465797406
-0.0154606440640302,-0.0209062157797348
-0.0155805639107094,-0.0202689448116947
-0.0156732666721755,-0.0200136207995807
-0.0149362511794207,-0.019717448000393
-0.0150235561954954,-0.0194212237256582
-0.0140851989298721,-0.0192470418665379
-0.0136170175124688,-0.0185335321654814
-0.0136334769070512,-0.0182489994582051
-0.0135180601482595,-0.0192357288825868
-0.0137059657158294,-0.0184469277928106
-0.0134985413002051,-0.0178703405087398
-0.0128698002450365,-0.0177546227920909
-0.0128391547401443,-0.0180411302069051
-0.0126553843197283,-0.0173121060447239
-0.0126936809715087,-0.0173960582651582
-0.0122659530402037,-0.016919802034434
-0.0118722348267853,-0.0165128902136917
-0.0119759003264647,-0.0164935790493825
-0.0119874026503538,-0.0164230101432273
-0.0142921925807998,-0.0206837354626431
-0.014454228347833,-0.0194376660075488
-0.0144326671923147,-0.0194322376988823
-0.0138849289317598,-0.0187687875672822
-0.0139822574568264,-0.0183882786125092
-0.0133533181849584,-0.0180183782782336
-0.0132551887591901,-0.0185803008081573
-0.0137031727400263,-0.0193537691943422
-0.0137154749801985,-0.0185454274200205
-0.013950116593311,-0.0191724674498781
-0.013938140999065,-0.0185357564822959
-0.0139255361119377,-0.0193750466502554
-0.0142115961730974,-0.019044881867602
-0.0141724603468145,-0.0191207078607052
